country,candy,sales
CAN,gummy bears,9519716
ARE,dark chocolate bar,9609939
RUS,dark chocolate bar,360451
USA,chocolate cookies,9115921
DEU,peanut butter pops,7166823
RUS,dark chocolate bar,7869490
USA,blueberry bubblegum,2196493
ARE,caramel popcorn,2678327
CAN,chocolate cookies,6544627
DEU,gummy bears,8767475
BRA,white chocolate bar,3331741
USA,blueberry bubblegum,612298
SAU,peanut butter pops,5051236
ARE,dark chocolate bar,402408
IND,butter cookies,7271650
CHN,blueberry bubblegum,4315025
RUS,butter cookies,3750553
MEX,chocolate cookies,4103054
ARE,dark chocolate bar,8373515
MEX,caramel popcorn,6923029
ARE,chocolate cookies,4923297
MEX,butter cookies,4520647
MEX,chocolate bar,9672041
TUR,dark chocolate bar,5982531
ARE,white chocolate bar,1277914
FRA,chocolate cookies,7331918
FRA,caramel popcorn,9122274
CHN,butter cookies,7779530
SAU,gummy bears,1327825
USA,chocolate cookies,8212344
CHN,peanut butter pops,172036
GBR,chocolate cookies,1495730
FRA,dark chocolate bar,1768709
DEU,peanut butter pops,1691405
DEU,blueberry bubblegum,1664265
TUR,peanut butter pops,3878597
DEU,gummy bears,5301373
IND,peanut butter pops,8242108
IND,butter cookies,2373465
ARE,blueberry bubblegum,9241264
BRA,blueberry bubblegum,2855106
GBR,lollipops,8901557
GBR,white chocolate bar,4565394
ARE,butter cookies,7933000
DEU,lollipops,2834558
CAN,butter cookies,3171837
SAU,dark chocolate bar,7029183
IND,blueberry bubblegum,113971
TUR,lollipops,1474365
CHN,white chocolate bar,496106
RUS,dark chocolate bar,1208159
IND,gummy bears,4187380
DEU,gummy bears,2832071
CHN,dark chocolate bar,9278783
SAU,white chocolate bar,197873
IND,lollipops,8523641
CAN,lollipops,9547129
ARE,blueberry bubblegum,4778839
IND,white chocolate bar,9034244
MEX,dark chocolate bar,6205821
GBR,gummy bears,7914922
FRA,lollipops,5159404
FRA,white chocolate bar,8684480
USA,lollipops,6446198
ITA,lollipops,1747530
MEX,chocolate bar,7419565
CAN,peanut butter pops,2314746
TUR,dark chocolate bar,6326340
IND,peanut butter pops,9568610
SAU,dark chocolate bar,7583105
CHN,chocolate cookies,6801751
RUS,white chocolate bar,524178
USA,peanut butter pops,6631991
BRA,gummy bears,108284
TUR,dark chocolate bar,8232084
ITA,caramel popcorn,5727844
SAU,white chocolate bar,9733175
SAU,gummy bears,5290060
TUR,peanut butter pops,223640
DEU,caramel popcorn,1975866
MEX,chocolate cookies,3521245
CHN,peanut butter pops,4256335
IND,lollipops,8716127
RUS,caramel popcorn,6682218
MEX,gummy bears,8140823
CHN,dark chocolate bar,8331039
RUS,lollipops,8254501
USA,peanut butter pops,9294724
FRA,chocolate bar,2892065
ARE,caramel popcorn,140698
ITA,chocolate cookies,5488889
RUS,lollipops,2744175
DEU,blueberry bubblegum,6983270
CHN,chocolate cookies,6562480
GBR,blueberry bubblegum,3655092
TUR,caramel popcorn,3582831
BRA,gummy bears,1664334
BRA,caramel popcorn,6920573
ITA,caramel popcorn,772552
CHN,blueberry bubblegum,6445765
ARE,blueberry bubblegum,4687868
ARE,lollipops,875711
DEU,peanut butter pops,9166856
SAU,blueberry bubblegum,4935014
ITA,white chocolate bar,9120798
ARE,gummy bears,8131759
CAN,white chocolate bar,337080
USA,peanut butter pops,2242917
SAU,butter cookies,5759177
CAN,caramel popcorn,8166106
TUR,caramel popcorn,8154012
IND,blueberry bubblegum,2393005
BRA,blueberry bubblegum,2083728
RUS,gummy bears,1594534
MEX,butter cookies,7628901
SAU,gummy bears,5833394
SAU,blueberry bubblegum,7288946
DEU,blueberry bubblegum,8311760
FRA,lollipops,6164848
IND,blueberry bubblegum,6123585
CHN,chocolate cookies,6757737
FRA,blueberry bubblegum,8445773
CAN,chocolate bar,205949
CHN,chocolate bar,8102015
CHN,blueberry bubblegum,3966247
BRA,white chocolate bar,6564616
BRA,gummy bears,2726417
DEU,caramel popcorn,1950101
RUS,dark chocolate bar,1227733
ARE,gummy bears,3151377
ARE,white chocolate bar,8698073
BRA,gummy bears,9218041
GBR,lollipops,2505684
GBR,caramel popcorn,7012965
CHN,lollipops,8842583
IND,butter cookies,9050885
TUR,gummy bears,1575171
RUS,dark chocolate bar,8936868
USA,chocolate cookies,8585003
CAN,butter cookies,7210789
GBR,blueberry bubblegum,6462944
IND,butter cookies,9507710
ARE,butter cookies,4005732
CAN,blueberry bubblegum,1132617
BRA,peanut butter pops,6990285
CHN,lollipops,7700713
FRA,dark chocolate bar,6696612
CAN,caramel popcorn,4276032
BRA,gummy bears,3590594
RUS,peanut butter pops,3159099
FRA,white chocolate bar,1409773
ITA,chocolate bar,1754260
SAU,chocolate cookies,7036846
ITA,dark chocolate bar,3505617
MEX,peanut butter pops,6863938
SAU,butter cookies,2722927
FRA,chocolate bar,2033703
CHN,lollipops,1993688
SAU,white chocolate bar,245042
CAN,white chocolate bar,8519284
ARE,chocolate cookies,6987604
IND,peanut butter pops,1307102
USA,peanut butter pops,9402179
MEX,chocolate cookies,8814904
BRA,dark chocolate bar,7502741
CAN,blueberry bubblegum,7641530
FRA,gummy bears,6220519
USA,white chocolate bar,4595750
BRA,peanut butter pops,6805942
MEX,chocolate bar,8882111
IND,blueberry bubblegum,4957068
SAU,lollipops,7029651
TUR,peanut butter pops,8435568
TUR,butter cookies,5088399
MEX,lollipops,9210619
RUS,chocolate bar,4700319
SAU,gummy bears,6542761
IND,gummy bears,7952084
USA,chocolate cookies,4045047
TUR,blueberry bubblegum,7921424
RUS,peanut butter pops,3901486
IND,dark chocolate bar,3903922
SAU,lollipops,9153975
CAN,caramel popcorn,7435457
CHN,dark chocolate bar,9227168
TUR,lollipops,1054252
SAU,peanut butter pops,1380610
ITA,peanut butter pops,6898263
ITA,chocolate cookies,284820
SAU,dark chocolate bar,1912428
ITA,caramel popcorn,6629801
TUR,white chocolate bar,1236890
ITA,caramel popcorn,332737
SAU,butter cookies,3341602
DEU,white chocolate bar,6449508
SAU,dark chocolate bar,5592591
DEU,peanut butter pops,2359397
FRA,chocolate cookies,7688000
TUR,chocolate cookies,5365256
GBR,butter cookies,2884230
ITA,peanut butter pops,8764321
TUR,chocolate cookies,7822752
ITA,chocolate bar,5022304
BRA,chocolate bar,6510635
FRA,peanut butter pops,5271051
CHN,chocolate bar,906371
TUR,chocolate cookies,7682815
DEU,gummy bears,9725790
FRA,gummy bears,3482929
CHN,gummy bears,8348484
CHN,dark chocolate bar,9152692
TUR,chocolate bar,7267647
TUR,chocolate bar,5679806
CHN,dark chocolate bar,4598123
GBR,white chocolate bar,1752146
MEX,white chocolate bar,4468176
BRA,lollipops,8145984
BRA,lollipops,5968492
RUS,blueberry bubblegum,3083487
USA,peanut butter pops,4183146
FRA,chocolate cookies,7130794
ITA,butter cookies,3759513
GBR,white chocolate bar,3998243
SAU,butter cookies,5869477
FRA,lollipops,8282016
BRA,peanut butter pops,7170464
FRA,dark chocolate bar,7858869
ITA,dark chocolate bar,2340518
CHN,lollipops,1377568
MEX,gummy bears,6181697
RUS,blueberry bubblegum,4340345
TUR,white chocolate bar,7202236
TUR,chocolate bar,9890674
USA,butter cookies,9095409
DEU,gummy bears,515085
DEU,lollipops,3182165
DEU,blueberry bubblegum,5110242
IND,white chocolate bar,5339247
DEU,butter cookies,7525368
IND,peanut butter pops,1078713
ITA,blueberry bubblegum,5048027
CAN,chocolate cookies,5260039
BRA,white chocolate bar,382161
TUR,lollipops,6944773
TUR,chocolate cookies,4072601
RUS,dark chocolate bar,4226675
FRA,dark chocolate bar,1543334
ARE,chocolate cookies,760078
IND,peanut butter pops,5304186
DEU,chocolate cookies,7004458
ITA,peanut butter pops,9813749
BRA,white chocolate bar,9399418
GBR,lollipops,1316156
GBR,chocolate cookies,1528446
DEU,caramel popcorn,3242410
IND,dark chocolate bar,882705
USA,white chocolate bar,8576654
TUR,dark chocolate bar,9257110
RUS,peanut butter pops,9111306
USA,butter cookies,4659293
CHN,peanut butter pops,4606816
IND,peanut butter pops,5562145
GBR,dark chocolate bar,2630171
GBR,peanut butter pops,4409162
RUS,lollipops,1464295
IND,gummy bears,7824025
CAN,blueberry bubblegum,6934290
SAU,lollipops,9956705
BRA,chocolate cookies,1884559
DEU,gummy bears,8549305
FRA,peanut butter pops,3091727
IND,dark chocolate bar,9723005
CHN,peanut butter pops,3670213
SAU,white chocolate bar,6116432
CAN,butter cookies,2623356
ITA,butter cookies,8387347
DEU,chocolate bar,1013416
SAU,chocolate bar,1968455
DEU,peanut butter pops,9377746
ARE,chocolate cookies,4156044
ITA,blueberry bubblegum,2444925
CHN,gummy bears,4579814
BRA,chocolate bar,6225237
TUR,gummy bears,8486729
USA,lollipops,3853759
DEU,chocolate cookies,5621089
FRA,chocolate bar,1332280
RUS,butter cookies,4156916
IND,white chocolate bar,9326348
USA,caramel popcorn,9857656
CAN,chocolate bar,2870507
USA,white chocolate bar,738542
MEX,gummy bears,9681533
ARE,peanut butter pops,2342074
RUS,peanut butter pops,7104030
CHN,caramel popcorn,3391895
BRA,chocolate cookies,1570314
DEU,gummy bears,7987192
MEX,butter cookies,7496738
USA,chocolate bar,8283399
BRA,gummy bears,5391644
GBR,caramel popcorn,7955317
MEX,dark chocolate bar,5012557
FRA,caramel popcorn,7672911
CAN,peanut butter pops,5276684
DEU,blueberry bubblegum,2049393
DEU,caramel popcorn,813372
USA,dark chocolate bar,9842848
DEU,dark chocolate bar,8311739
TUR,chocolate bar,7231769
USA,caramel popcorn,5769207
BRA,gummy bears,1793553
DEU,chocolate cookies,1371837
CAN,peanut butter pops,5453571
IND,chocolate cookies,8704551
TUR,chocolate cookies,6253423
MEX,gummy bears,6733138
BRA,blueberry bubblegum,2363131
FRA,chocolate cookies,1913609
SAU,dark chocolate bar,5909062
GBR,caramel popcorn,4384157
BRA,peanut butter pops,3914193
MEX,chocolate bar,3385976
IND,peanut butter pops,544024
FRA,lollipops,1597085
USA,dark chocolate bar,7728711
BRA,lollipops,3231797
GBR,white chocolate bar,2835293
BRA,caramel popcorn,2553201
IND,chocolate bar,5151492
USA,white chocolate bar,8417555
DEU,white chocolate bar,4517428
FRA,peanut butter pops,6968241
CHN,caramel popcorn,9066758
IND,dark chocolate bar,1218469
CHN,chocolate bar,4074143
BRA,lollipops,5100664
USA,chocolate cookies,5341796
USA,dark chocolate bar,3206684
ITA,butter cookies,4044449
IND,caramel popcorn,2308429
BRA,chocolate bar,6414235
DEU,butter cookies,8521117
RUS,butter cookies,4255729
ARE,lollipops,2029748
TUR,caramel popcorn,9509891
CAN,caramel popcorn,2990964
DEU,chocolate bar,9481517
SAU,gummy bears,2045309
USA,chocolate bar,4353685
USA,peanut butter pops,9786789
TUR,peanut butter pops,2965676
TUR,white chocolate bar,8625557
GBR,dark chocolate bar,3729490
TUR,gummy bears,6924227
CAN,butter cookies,3693868
DEU,white chocolate bar,2323059
RUS,butter cookies,8945505
USA,blueberry bubblegum,4758084
TUR,caramel popcorn,7910027
TUR,chocolate bar,9248695
BRA,chocolate cookies,7520918
USA,butter cookies,7080019
ITA,chocolate cookies,8228310
MEX,blueberry bubblegum,750372
IND,chocolate cookies,4148599
GBR,lollipops,4230217
MEX,peanut butter pops,5511331
ITA,gummy bears,1159602
BRA,caramel popcorn,5665389
DEU,caramel popcorn,4820953
USA,dark chocolate bar,6838968
DEU,caramel popcorn,2010370
CHN,gummy bears,1587905
USA,peanut butter pops,3270413
BRA,peanut butter pops,7338819
RUS,gummy bears,7131979
CHN,peanut butter pops,4737079
BRA,white chocolate bar,1883005
RUS,white chocolate bar,2998962
GBR,chocolate cookies,6817873
CHN,gummy bears,1473814
BRA,peanut butter pops,3465491
SAU,white chocolate bar,7357360
GBR,peanut butter pops,5112602
DEU,lollipops,606713
IND,lollipops,7823026
ARE,butter cookies,5713459
MEX,chocolate cookies,4183261
RUS,white chocolate bar,5280990
CAN,caramel popcorn,3543374
USA,lollipops,247515
TUR,peanut butter pops,6473590
MEX,peanut butter pops,1305403
SAU,gummy bears,2465090
DEU,lollipops,6645717
SAU,chocolate cookies,2571729
CAN,caramel popcorn,750230
USA,chocolate bar,2319346
ARE,gummy bears,352108
BRA,dark chocolate bar,9340634
FRA,dark chocolate bar,5505687
RUS,chocolate cookies,6813928
CAN,chocolate cookies,8340050
USA,chocolate cookies,8063910
IND,caramel popcorn,1287406
TUR,dark chocolate bar,6166239
SAU,blueberry bubblegum,2051606
TUR,dark chocolate bar,9045663
TUR,chocolate bar,5142709
MEX,lollipops,579580
GBR,lollipops,846057
GBR,caramel popcorn,2911324
FRA,lollipops,1651577
BRA,caramel popcorn,7279606
SAU,chocolate cookies,6979753
SAU,peanut butter pops,2904112
DEU,blueberry bubblegum,4585446
CHN,dark chocolate bar,9444986
ITA,butter cookies,4078261
FRA,gummy bears,3234854
MEX,blueberry bubblegum,2910185
TUR,peanut butter pops,8370814
BRA,gummy bears,576581
DEU,chocolate cookies,7446616
GBR,blueberry bubblegum,6636548
FRA,butter cookies,4721982
BRA,blueberry bubblegum,9671815
BRA,caramel popcorn,8428047
USA,white chocolate bar,1361683
BRA,butter cookies,2518965
DEU,chocolate cookies,8226628
RUS,white chocolate bar,1536505
MEX,white chocolate bar,8271253
ARE,chocolate cookies,5868531
ARE,chocolate cookies,4825306
DEU,butter cookies,8238910
MEX,butter cookies,9989134
MEX,peanut butter pops,2797767
MEX,chocolate cookies,9529052
MEX,chocolate cookies,8165146
MEX,peanut butter pops,3274452
CHN,caramel popcorn,2736430
FRA,chocolate cookies,3441443
BRA,gummy bears,7965158
IND,peanut butter pops,7805364
BRA,lollipops,5513998
MEX,butter cookies,8706962
RUS,chocolate cookies,4179720
CHN,chocolate cookies,6000362
MEX,caramel popcorn,2092047
FRA,butter cookies,2277009
USA,caramel popcorn,6743375
GBR,gummy bears,3224619
MEX,peanut butter pops,8811698
ARE,butter cookies,4531811
USA,caramel popcorn,4688718
GBR,peanut butter pops,2792791
CHN,caramel popcorn,8023814
IND,chocolate bar,8929433
IND,dark chocolate bar,1077153
BRA,chocolate cookies,4222505
ARE,butter cookies,1875156
BRA,chocolate cookies,9255629
FRA,dark chocolate bar,478855
GBR,blueberry bubblegum,1352838
GBR,chocolate cookies,1651258
IND,dark chocolate bar,9194825
BRA,lollipops,7373500
RUS,caramel popcorn,6079421
GBR,lollipops,4657657
DEU,butter cookies,1224135
CAN,white chocolate bar,4985177
IND,gummy bears,9682886
RUS,caramel popcorn,8335777
SAU,chocolate cookies,2058936
TUR,caramel popcorn,5376436
DEU,lollipops,546616
GBR,gummy bears,2865530
TUR,white chocolate bar,6870983
GBR,white chocolate bar,337105
USA,white chocolate bar,3653477
TUR,peanut butter pops,7866517
MEX,peanut butter pops,2867545
RUS,white chocolate bar,7488192
IND,gummy bears,4505123
RUS,lollipops,7955263
RUS,chocolate cookies,1831527
MEX,butter cookies,5297120
CAN,chocolate cookies,7666220
ITA,lollipops,2912310
DEU,chocolate bar,5262729
CHN,chocolate cookies,4338267
IND,white chocolate bar,8355648
MEX,dark chocolate bar,7700499
ITA,gummy bears,8134660
USA,peanut butter pops,829579
SAU,chocolate cookies,5723645
USA,dark chocolate bar,2449577
CHN,blueberry bubblegum,737387
MEX,butter cookies,3258458
SAU,caramel popcorn,2730017
TUR,dark chocolate bar,1537455
CHN,lollipops,8197998
CAN,white chocolate bar,7638676
TUR,blueberry bubblegum,311595
SAU,chocolate bar,1276558
MEX,blueberry bubblegum,9311940
MEX,butter cookies,1205402
CHN,white chocolate bar,2312536
TUR,gummy bears,9622484
RUS,gummy bears,9290745
RUS,butter cookies,3257379
USA,peanut butter pops,9577241
USA,chocolate cookies,7147767
BRA,dark chocolate bar,2610712
IND,chocolate cookies,6952154
CAN,chocolate bar,8050524
SAU,lollipops,7771956
TUR,lollipops,6188586
ARE,chocolate bar,3061858
USA,caramel popcorn,1946007
IND,blueberry bubblegum,3956357
SAU,peanut butter pops,5598155
FRA,chocolate cookies,8410862
GBR,lollipops,8197089
ARE,lollipops,939426
TUR,peanut butter pops,1667358
USA,dark chocolate bar,1388546
MEX,caramel popcorn,1701899
IND,peanut butter pops,382749
MEX,butter cookies,1184489
DEU,blueberry bubblegum,8299641
DEU,butter cookies,3761644
CAN,chocolate cookies,8964319
CAN,chocolate cookies,2886345
ARE,lollipops,3535108
FRA,white chocolate bar,3596651
SAU,lollipops,4844694
IND,white chocolate bar,3119030
GBR,lollipops,5849632
IND,chocolate bar,8564112
IND,dark chocolate bar,3969417
GBR,butter cookies,2490798
ITA,butter cookies,2463867
ARE,dark chocolate bar,7642527
TUR,dark chocolate bar,3933884
USA,blueberry bubblegum,3732394
RUS,lollipops,9511086
IND,butter cookies,4791623
ITA,gummy bears,6909249
ITA,white chocolate bar,7729307
CAN,butter cookies,2909764
TUR,blueberry bubblegum,2790371
USA,gummy bears,9441076
ITA,lollipops,7204723
SAU,butter cookies,6889807
BRA,gummy bears,4220455
CHN,chocolate cookies,2355288
BRA,blueberry bubblegum,3994142
CHN,peanut butter pops,5359443
FRA,chocolate cookies,6457148
DEU,blueberry bubblegum,7081450
ARE,peanut butter pops,1598962
MEX,caramel popcorn,5648626
ARE,peanut butter pops,2615780
RUS,blueberry bubblegum,2920408
RUS,caramel popcorn,4389389
FRA,blueberry bubblegum,1666275
TUR,butter cookies,126513
CAN,blueberry bubblegum,2796374
RUS,peanut butter pops,2144441
MEX,peanut butter pops,6861674
CHN,white chocolate bar,3640900
ITA,chocolate bar,9273281
IND,dark chocolate bar,142350
FRA,peanut butter pops,882257
IND,chocolate bar,5816675
TUR,gummy bears,5641442
ARE,dark chocolate bar,5159815
USA,peanut butter pops,5618725
GBR,dark chocolate bar,5103828
GBR,dark chocolate bar,9892266
DEU,white chocolate bar,9669751
CAN,chocolate cookies,3671098
BRA,lollipops,1497058
DEU,dark chocolate bar,2467387
SAU,chocolate cookies,7397095
ARE,peanut butter pops,8908492
CAN,dark chocolate bar,7531326
MEX,chocolate bar,6824731
SAU,peanut butter pops,5574307
IND,blueberry bubblegum,4431155
FRA,chocolate bar,5847033
IND,chocolate cookies,314422
SAU,butter cookies,6639956
ARE,dark chocolate bar,1046888
CHN,white chocolate bar,3727403
TUR,white chocolate bar,2215697
USA,lollipops,4572319
USA,caramel popcorn,9450162
ITA,gummy bears,4340136
FRA,butter cookies,2643146
ARE,peanut butter pops,8134386
FRA,gummy bears,9552329
FRA,butter cookies,7207159
TUR,butter cookies,1992374
ITA,chocolate bar,1463517
TUR,chocolate cookies,2578014
IND,lollipops,3157288
CHN,dark chocolate bar,3924385
CAN,caramel popcorn,8808520
SAU,butter cookies,5023062
DEU,gummy bears,4373891
FRA,white chocolate bar,4102482
BRA,butter cookies,1779139
ARE,blueberry bubblegum,7872092
CHN,lollipops,5486879
FRA,dark chocolate bar,8942951
FRA,dark chocolate bar,5841920
ITA,gummy bears,1112109
USA,peanut butter pops,849117
CAN,lollipops,4883932
RUS,white chocolate bar,1574113
SAU,lollipops,6816324
CAN,dark chocolate bar,6637462
ARE,chocolate bar,6859520
FRA,chocolate cookies,4599008
RUS,chocolate cookies,719342
CHN,blueberry bubblegum,1433791
BRA,dark chocolate bar,5215236
TUR,caramel popcorn,2699260
IND,white chocolate bar,3759115
ITA,peanut butter pops,6032539
SAU,blueberry bubblegum,3485111
CAN,blueberry bubblegum,6995110
USA,peanut butter pops,2377028
GBR,butter cookies,1810368
GBR,dark chocolate bar,8099866
SAU,peanut butter pops,7059457
USA,peanut butter pops,7965877
ARE,lollipops,4683590
IND,blueberry bubblegum,9478505
SAU,chocolate bar,7762522
ARE,gummy bears,7946410
USA,lollipops,9678431
IND,white chocolate bar,2660160
MEX,blueberry bubblegum,3940341
SAU,caramel popcorn,3573083
CHN,blueberry bubblegum,6027004
MEX,white chocolate bar,5382643
TUR,caramel popcorn,1640687
MEX,peanut butter pops,5349352
GBR,peanut butter pops,3721631
DEU,blueberry bubblegum,358345
RUS,caramel popcorn,3667285
TUR,chocolate cookies,8530294
CAN,dark chocolate bar,5823787
ITA,caramel popcorn,3800888
TUR,lollipops,4927822
RUS,gummy bears,8082491
USA,gummy bears,5920622
BRA,butter cookies,9533065
MEX,butter cookies,934725
DEU,peanut butter pops,3469943
TUR,gummy bears,8526213
TUR,lollipops,2825526
USA,caramel popcorn,8730313
FRA,dark chocolate bar,9816508
CAN,gummy bears,3839661
DEU,dark chocolate bar,3125636
ARE,white chocolate bar,3782170
BRA,chocolate bar,3248923
GBR,chocolate cookies,4661215
GBR,dark chocolate bar,1560045
ITA,white chocolate bar,1737449
